status,age_group,education,industry,location,ai_risk,years_of_experience,monthly_salary_inr,date_recorded
UNEMPLOYED,25-34,Bachelor's,Tech,suburban,Medium,,38400.0,2027-10-24
UNEMPLOYED,55+,,,Hyderabad,HIGH,11.0,122000.0,2027-10-25
EMPLOYED,35 - 44,,Tech,Urban,Medium,,41000.0,2027-10-26
Unemployed,25_34,Bachelors,Technology,Hyderabad,Medium,16.0,34600.0,2027-10-27
EMPLOYED,18-24,Masters,Retail,Hyderabad,,7.0,148200.0,2027-10-29
UNEMPLOYED,35 - 44,High School,Finance,Bangalore,moderate,,88000.0,2027-10-30
employed,45-54,Bachelor's,Retail,,low,26.0,60000.0,2027-10-31
employed,55+,Bachelors,Education,,HIGH,,78300.0,2027-11-01
employed,35 - 44,Master,Fintech,,High,22.0,38900.0,2027-11-02
,25-34,Master,,,High,15.0,67800.0,2027-11-03
,18 to 24,Bachelor's,Tech,Delhi,,17.0,44000.0,2027-11-05
,18-24,High School,,urban,moderate,,111900.0,2027-11-06
unemployed,35 - 44,,Fintech,suburban,Medium,19.0,11500.0,2027-11-07
EMPLOYED,25_34,Bachelor's,Education,Mumbai,High,,41600.0,2027-11-08
EMPLOYED,45-54,,Retail,,High,,28100.0,2027-11-09
employed,25_34,Bachelors,Fintech,,Low,,97500.0,2027-11-10
Employed,25-34,Master,Technology,,Low,19.0,43100.0,2027-11-11
UNEMPLOYED,18 to 24,Bachelors,Finance,suburban,HIGH,,128400.0,2027-11-12
unemployed,45-54,Bachelors,Retail,Bangalore,,17.0,127000.0,2027-11-13
,25_34,Bachelors,Finance,Urban,,21.0,106900.0,2027-11-15
UNEMPLOYED,45-54,High School,Retail,,moderate,,15800.0,2027-11-16
UNEMPLOYED,35 - 44,Diploma,Retail,Bangalore,High,,122700.0,2027-11-17
EMPLOYED,35 - 44,Ph.D,Tech,urban,,21.0,18100.0,2027-11-18
employed,55+,Bachelor's,Technology,urban,HIGH,20.0,75100.0,2027-11-19
Unemployed,55+,PhD,Retail,Hyderabad,Medium,27.0,83600.0,2027-11-20
UNEMPLOYED,18-24,Master,Healthcare,Mumbai,Medium,,120600.0,2027-11-22
UNEMPLOYED,35 - 44,Bachelors,Health,rural,,8.0,40700.0,2027-11-23
employed,25_34,Bachelors,Education,,moderate,,16300.0,2027-11-24
UNEMPLOYED,18 to 24,Bachelors,Fintech,Mumbai,moderate,29.0,146300.0,2027-11-25
Unemployed,18 to 24,PhD,Fintech,urban,low,10.0,7200.0,2027-11-26
,45-54,high school,Retail,rural,moderate,0.0,28900.0,2027-11-27
unemployed,25-34,High School,Education,suburban,Medium,,37100.0,2027-11-28
Unemployed,35 - 44,,Healthcare,Urban,HIGH,5.0,104200.0,2027-11-30
employed,45-54,,Healthcare,urban,High,,35500.0,2027-12-01
UNEMPLOYED,45-54,Masters,Health,urban,HIGH,,39500.0,2027-12-03
unemployed,18 to 24,Ph.D,Finance,suburban,HIGH,,104500.0,2027-12-04
employed,55+,Diploma,Fintech,Urban,High,,148900.0,2027-12-05
Employed,18-24,PhD,Healthcare,Delhi,,8.0,83200.0,2027-12-06
Employed,25-34,Masters,Technology,,low,,20000.0,2027-12-07
employed,18 to 24,High School,Fintech,urban,HIGH,,124500.0,2027-12-08
EMPLOYED,18 to 24,,Finance,Mumbai,Low,,124600.0,2027-12-09
UNEMPLOYED,45-54,High School,Finance,Urban,low,16.0,77300.0,2027-12-13
unemployed,45-54,,Technology,Bangalore,moderate,,45300.0,2027-12-14
Employed,18-24,High School,Technology,,High,,38600.0,2027-12-16
EMPLOYED,35 - 44,High School,,Mumbai,HIGH,,127700.0,2027-12-17
unemployed,55+,High School,Fintech,suburban,,28.0,43800.0,2027-12-18
employed,25_34,Master,Retail,Bangalore,HIGH,30.0,97500.0,2027-12-19
EMPLOYED,25-34,Ph.D,Retail,,moderate,,90800.0,2027-12-20
Employed,18 to 24,Ph.D,Retail,rural,Low,,76000.0,2027-12-21
unemployed,25_34,High School,,rural,low,17.0,10300.0,2027-12-23
EMPLOYED,55+,Bachelors,,Bangalore,moderate,,52500.0,2027-12-25
employed,18-24,Bachelor's,Technology,Bangalore,,22.0,145500.0,2027-12-26
employed,25_34,Bachelors,Tech,,,,39200.0,2027-12-27
Unemployed,45-54,High School,Education,Urban,moderate,,124400.0,2027-12-28
UNEMPLOYED,18-24,Bachelors,Fintech,,moderate,13.0,13000.0,2027-12-30
EMPLOYED,18 to 24,PhD,Healthcare,suburban,Medium,,97900.0,2027-12-31
,55+,Ph.D,Fintech,Delhi,High,,17100.0,2028-01-03
employed,45-54,Bachelor's,Education,Bangalore,High,3.0,133900.0,2028-01-04
Unemployed,,Master,,Delhi,moderate,,96500.0,2028-01-05
unemployed,,high school,Tech,Delhi,HIGH,15.0,64500.0,2028-01-06
EMPLOYED,45-54,Bachelors,Retail,Mumbai,HIGH,3.0,58500.0,2028-01-07
Unemployed,45-54,Bachelors,Retail,Bangalore,HIGH,3.0,34200.0,2028-01-08
Employed,25-34,Masters,Education,suburban,moderate,10.0,10700.0,2028-01-09
UNEMPLOYED,55+,Ph.D,Finance,Hyderabad,moderate,0.0,46600.0,2028-01-10
unemployed,35 - 44,High School,Technology,Hyderabad,,,119200.0,2028-01-11
employed,25_34,Ph.D,Finance,,Medium,,123900.0,2028-01-12
UNEMPLOYED,18-24,High School,Retail,Hyderabad,low,,10900.0,2028-01-13
EMPLOYED,,high school,Retail,urban,Low,13.0,67800.0,2028-01-14
,18 to 24,Masters,,Mumbai,HIGH,,135400.0,2028-01-16
employed,,Master,Retail,,HIGH,,65400.0,2028-01-17
Unemployed,35 - 44,Bachelor's,Technology,,HIGH,10.0,75600.0,2028-01-18
UNEMPLOYED,35 - 44,Ph.D,Education,suburban,moderate,,72800.0,2028-01-21
employed,,PhD,Healthcare,Urban,low,1.0,54000.0,2028-01-22
EMPLOYED,,Ph.D,Education,Mumbai,High,22.0,68700.0,2028-01-23
unemployed,25-34,Masters,Health,Hyderabad,High,25.0,140800.0,2028-01-25
unemployed,18 to 24,Ph.D,Retail,suburban,low,,113400.0,2028-01-26
Employed,35 - 44,Diploma,Tech,,,,54400.0,2028-01-27
employed,35 - 44,Bachelor's,Healthcare,rural,Medium,,54000.0,2028-01-29
,25_34,Diploma,Health,urban,moderate,,58000.0,2028-01-30
UNEMPLOYED,45-54,,Healthcare,suburban,HIGH,25.0,87300.0,2028-02-01
UNEMPLOYED,35 - 44,high school,Tech,rural,Low,9.0,64600.0,2028-02-04
employed,35 - 44,Master,Fintech,Bangalore,High,,148400.0,2028-02-06
Employed,25-34,PhD,Finance,Mumbai,low,19.0,91700.0,2028-02-08
EMPLOYED,45-54,Master,Healthcare,rural,low,,115200.0,2028-02-11
unemployed,18-24,Masters,Health,rural,Medium,,38500.0,2028-02-12
unemployed,18 to 24,Bachelor's,Retail,urban,HIGH,24.0,104600.0,2028-02-13
,55+,High School,Health,Mumbai,Low,16.0,90500.0,2028-02-14
employed,,PhD,Healthcare,Hyderabad,,,77400.0,2028-02-15
UNEMPLOYED,18-24,Bachelors,Retail,Mumbai,HIGH,,33800.0,2028-02-16
UNEMPLOYED,,PhD,Education,,Medium,2.0,42700.0,2028-02-17
,18 to 24,,Tech,Bangalore,low,3.0,141800.0,2028-02-18
Employed,45-54,,Education,Hyderabad,HIGH,8.0,50900.0,2028-02-19
Employed,,,Technology,rural,moderate,,89900.0,2028-02-20
EMPLOYED,45-54,PhD,Healthcare,suburban,HIGH,,17800.0,2028-02-22
,18 to 24,Bachelor's,,Bangalore,moderate,,22700.0,2028-02-23
,18 to 24,Bachelors,Tech,suburban,,,46700.0,2028-02-24
Unemployed,25_34,PhD,Retail,,,16.0,50900.0,2028-02-25
Unemployed,35 - 44,High School,Retail,suburban,Low,2.0,145300.0,2028-02-27
employed,18-24,Master,Technology,rural,Low,,63500.0,2028-02-28
EMPLOYED,18-24,Diploma,Finance,suburban,Low,,16100.0,2028-02-29
unemployed,35 - 44,PhD,Retail,suburban,moderate,,105600.0,2028-03-01
EMPLOYED,55+,Diploma,Technology,Bangalore,High,8.0,51100.0,2028-03-03
employed,45-54,Bachelors,Retail,rural,,,6400.0,2028-03-04
UNEMPLOYED,55+,high school,Health,rural,HIGH,,7600.0,2028-03-06
UNEMPLOYED,55+,Masters,Education,suburban,moderate,,122800.0,2028-03-07
UNEMPLOYED,18-24,PhD,Finance,rural,moderate,8.0,61500.0,2028-03-08
EMPLOYED,35 - 44,Diploma,Retail,Bangalore,High,2.0,56700.0,2028-03-10
,25-34,High School,,urban,,,42400.0,2028-03-11
,55+,Bachelors,Retail,,HIGH,,69700.0,2028-03-12
UNEMPLOYED,,Bachelors,Retail,urban,moderate,1.0,149600.0,2028-03-13
Unemployed,35 - 44,Masters,Retail,urban,,22.0,49600.0,2028-03-14
UNEMPLOYED,25_34,Bachelors,Fintech,Delhi,Medium,7.0,24100.0,2028-03-16
Employed,35 - 44,Masters,Fintech,Bangalore,High,,32900.0,2028-03-18
unemployed,25_34,Diploma,Retail,rural,HIGH,,114500.0,2028-03-19
Employed,25_34,PhD,Finance,Urban,HIGH,28.0,124800.0,2028-03-20
Employed,18 to 24,Bachelors,Education,Bangalore,low,,25900.0,2028-03-25
,35 - 44,Master,Retail,,Medium,,32600.0,2028-03-26
,18 to 24,High School,Tech,rural,Medium,,98400.0,2028-03-27
EMPLOYED,25-34,,,Mumbai,High,20.0,102300.0,2028-03-28
UNEMPLOYED,18 to 24,Bachelors,Health,,low,,96200.0,2028-03-29
,18-24,Diploma,Retail,suburban,Low,26.0,71700.0,2028-03-31
Employed,35 - 44,High School,Retail,,HIGH,20.0,146600.0,2028-04-01
Unemployed,18 to 24,high school,,Urban,low,,53400.0,2028-04-02
Unemployed,,Bachelor's,Fintech,Hyderabad,HIGH,18.0,133500.0,2028-04-04
employed,45-54,Bachelor's,Retail,Bangalore,low,,78200.0,2028-04-05
UNEMPLOYED,18-24,Diploma,Retail,urban,Low,,48400.0,2028-04-06
Employed,18 to 24,,Retail,Mumbai,low,21.0,15000.0,2028-04-07
,18 to 24,Bachelor's,Retail,Bangalore,,16.0,77400.0,2028-04-08
Unemployed,25_34,Masters,Retail,urban,low,,147300.0,2028-04-09
,55+,Bachelors,Finance,Delhi,,7.0,14300.0,2028-04-10
unemployed,18-24,Ph.D,Healthcare,Urban,Low,,63800.0,2028-04-11
employed,18 to 24,PhD,Technology,Urban,Low,,88000.0,2028-04-12
Unemployed,,PhD,Technology,suburban,Low,,70700.0,2028-04-13
UNEMPLOYED,25_34,Ph.D,Health,urban,High,24.0,26900.0,2028-04-19
employed,18 to 24,PhD,Retail,Delhi,,1.0,59700.0,2028-04-20
Unemployed,35 - 44,PhD,Technology,Delhi,,9.0,24900.0,2028-04-21
,25_34,,Retail,urban,HIGH,16.0,50200.0,2028-04-22
UNEMPLOYED,,PhD,Tech,Urban,low,,28100.0,2028-04-23
employed,18 to 24,Masters,Tech,Bangalore,moderate,,35900.0,2028-04-24
unemployed,25_34,Diploma,Fintech,Urban,moderate,29.0,45100.0,2028-04-25
,18-24,Masters,Retail,Mumbai,low,0.0,63700.0,2028-04-27
employed,55+,Masters,Finance,Bangalore,moderate,3.0,127700.0,2028-04-28
UNEMPLOYED,,Masters,Education,Urban,,,55100.0,2028-04-29
Unemployed,25-34,Bachelor's,,urban,,,120000.0,2028-04-30
Unemployed,18-24,Ph.D,Fintech,urban,HIGH,20.0,34900.0,2028-05-02
,,Masters,Retail,Delhi,,,17300.0,2028-05-03
UNEMPLOYED,18 to 24,PhD,Health,Delhi,,,90700.0,2028-05-04
employed,25_34,,Finance,Mumbai,High,,131900.0,2028-05-05
UNEMPLOYED,55+,Bachelor's,Retail,urban,Low,5.0,74400.0,2028-05-06
EMPLOYED,25_34,Ph.D,Education,urban,moderate,23.0,105600.0,2028-05-07
Employed,25-34,Master,Retail,Urban,,,129100.0,2028-05-08
Employed,55+,high school,Health,,Medium,,110400.0,2028-05-09
Employed,55+,Ph.D,Finance,suburban,low,22.0,82800.0,2028-05-10
Employed,35 - 44,high school,Technology,suburban,moderate,1.0,26000.0,2028-05-11
unemployed,18 to 24,High School,Health,Bangalore,High,27.0,145000.0,2028-05-12
Unemployed,,Bachelors,Healthcare,rural,Low,,47400.0,2028-05-14
unemployed,45-54,PhD,Retail,Delhi,low,21.0,43600.0,2028-05-15
,,,Technology,Delhi,Low,,127400.0,2028-05-16
employed,45-54,Bachelors,,Hyderabad,,,13400.0,2028-05-17
Unemployed,18 to 24,Ph.D,Finance,,Medium,14.0,94300.0,2028-05-18
unemployed,55+,Bachelor's,Education,Mumbai,moderate,28.0,97000.0,2028-05-19
Unemployed,25-34,High School,,Mumbai,HIGH,13.0,62100.0,2028-05-20
EMPLOYED,18-24,Bachelor's,Finance,,High,24.0,130100.0,2028-05-21
UNEMPLOYED,18 to 24,Masters,Technology,Urban,low,17.0,92500.0,2028-05-22
UNEMPLOYED,18 to 24,Ph.D,Education,Delhi,Medium,,140700.0,2028-05-23
EMPLOYED,25-34,Master,Health,Bangalore,HIGH,,52700.0,2028-05-24
employed,45-54,PhD,Finance,Delhi,High,10.0,74700.0,2028-05-25
Employed,,Master,Education,Bangalore,moderate,,142800.0,2028-05-26
employed,35 - 44,Diploma,Retail,,,13.0,118100.0,2028-05-27
unemployed,25-34,Master,,suburban,HIGH,26.0,121500.0,2028-05-28
Unemployed,18 to 24,Bachelor's,Tech,suburban,High,28.0,27700.0,2028-05-29
Employed,18-24,High School,Health,Bangalore,moderate,,126600.0,2028-05-30
Employed,35 - 44,Master,Retail,rural,moderate,7.0,25500.0,2028-05-31
Employed,45-54,Ph.D,Retail,suburban,High,18.0,143000.0,2028-06-01
employed,18 to 24,PhD,Finance,Bangalore,moderate,16.0,106600.0,2028-06-02
,18-24,Bachelors,Health,,HIGH,14.0,84900.0,2028-06-03
Unemployed,,High School,Finance,Hyderabad,HIGH,27.0,51100.0,2028-06-05
,18-24,Bachelor's,Retail,Bangalore,High,11.0,86200.0,2028-06-06
EMPLOYED,,PhD,Healthcare,Urban,moderate,,133400.0,2028-06-07
,,Bachelor's,Retail,urban,Low,,132700.0,2028-06-08
EMPLOYED,,,,Urban,Low,,26600.0,2028-06-09
EMPLOYED,25-34,Bachelor's,Finance,suburban,,,100100.0,2028-06-10
EMPLOYED,25-34,Ph.D,Healthcare,Mumbai,Medium,26.0,49200.0,2028-06-11
,55+,Diploma,Retail,Hyderabad,moderate,,146000.0,2028-06-12
Unemployed,18 to 24,PhD,Healthcare,rural,moderate,19.0,146200.0,2028-06-13
Employed,,Masters,Fintech,Bangalore,Low,,51200.0,2028-06-14
EMPLOYED,18-24,Ph.D,Retail,,Low,,15400.0,2028-06-15
,25_34,Bachelors,Retail,Delhi,low,12.0,14900.0,2028-06-16
Unemployed,55+,Bachelors,Education,urban,Low,,9000.0,2028-06-17
employed,25-34,Ph.D,Finance,Hyderabad,Low,,113000.0,2028-06-18
EMPLOYED,25-34,PhD,Tech,,,22.0,102200.0,2028-06-19
,35 - 44,Masters,Education,,low,,31600.0,2028-06-20
EMPLOYED,25_34,high school,Retail,Mumbai,HIGH,22.0,92500.0,2028-06-21
UNEMPLOYED,25_34,High School,,,moderate,,43300.0,2028-06-22
